,star_rating,helpful_votes,total_votes,review
1268,5,0,0,Planning ahead I currently have one of these that fits perfectly in the space I have.  Bought this one again as a spare.  Just in case... and we know that case will come at the most inconvenient time.  Very happy with this 800W model.  Does my jobs.<br />  It is pretty good for my 1964 vintage wired house.  Too many things plugged in and too many watts required at the same time makes for too many trips to the fuse box.
1273,4,6,8,"works well, not liking the push button door release Had 6 months.  It works fine as a microwave, but the control pad is a little small and you have to be careful where to push to get the button you want. Window is hard to see the food through, and it always fogs up making it even harder. I like the favorites program, but they should build in an automatic delay between stages. This is because if you program 1 min at high, and 1 min at 50%, you actually get about 1:15 straight high. A third stage would also be nice.  I don't like the push button door latch.  It takes a lot of effort, and if it gets dirty, is hard to clean because it pushes in 1/4 inch without any effort, making wiping it hard. It should have s simple handle."
1274,4,1,1,"Perfect for a craft room I expected this microwave oven to be smaller than it is. I was hoping for a small microwave to go in the craft room for my wife because she spends a lot of time in there and her coffee often goes cold, and instead of having to get up and leave her work, she can reach over and reheat her coffee. I didn't want something that takes up a lot of space. Well, this is about as small as I've seen, but I thought there were smaller ones. We don't have a lot of extra space so we bought this one. It works fine, I personally don't like the bright blue LED clock on the front but my wife doesn't mind. It does what it's supposed to."
1275,3,1,2,It's okay... I have very limited space so the design to fit in corner is great. I only use for re-heating or defrosting so it is fine for that. Some of my dinner plates are too large to fit in it...so I use smaller plates for re-heating. I don't like the lack of number pad but I knew it didn't have one when I bought it. It DOES have it's own popcorn button...:)
1276,5,0,0,"GREAT PRICE The Motor fit perfect, works great, price was excellent.<br />Was much cheaper than new microwave A A A A plus"
1277,1,0,0,pem31 microwave All purchase and shipping activities were fine. Microwave door on this model not well designed. It sticks and won't open or close properly if the unit is not perfectly level meaning installation under cabinet must be virtually perfect. Appliance repair person told me this is always a problem with this model. Wish I knew that before purchasing.
1279,4,4,5,"Great microwave Plus - I've had this microwave installed for about 4 months now and I really like it.  It cooks evenly and in a predictable way...much better than the traditional turntable models.  The coolness factor is high and its easy for the kids to use.  I love how it fits in with my new kitchen.<br />Minus -  it's pricey for a microwave.  Considering, the price I expected it to have a few more quick features, like a 30 second reheat button (it will do 1 min).  The open/close mechanism is noisy and closes with a &#34;clunk&#34; .  The special cooking features are complicated to program so I have yet to use them.<br />Summary - It was worth the splurge."
1282,3,3,8,"too early to rate the microwave. It is installed, it heats/cooks still after 4 days.  wife is disappointed in appearance, but it looks ok to me."
1283,5,1,1,"Great Microwave. I bought this for myself about 2 years age and liked it so much that I bought the same one for my sister. I like it very much. Its a perfect size, easy to use, has a button for baking potatoes and other items. I recommend it very highly."
1284,1,5,6,"Problems have started Bought this microwave in June 2012 for a kitchen remodel. Its barley 5 months old and although I have not experienced the dreaded 5E error, the unit has already started acting funny. The last few days the unit will loose the time and display please set time. This AM while making oat meal for my daughter, I opened the unit and it was dead. No light like it was unplugged. Closed and the display listed all 0's across. Opened door again no light. After a few times the light went on and unit was operational. Subsequently  I did do the stop/enter key diagnostic test and all it showed me was 1816s (model) and 110512A, which I assume means 1105watts 12amps? I hope this is not a precursor to the 5E error? Thinking the seller acquired refurbished units from another party (i.e.Samsung, Lowes?) and has been pawning them off as new here. I am going to check to see if my appliance repair plan that I pay for from my utility company will covers microwaves, if not new unit for me."
1285,4,6,7,"works great VERY smelly!!!<br />Be sure to scrape all rust out with steel wool, paint scraper, whatever it takes. The directions were minimal...I googled for more information."
1288,5,0,0,"Great Microwave. A very compact, beautiful and sleek microwave.  Saves a on counter space and will accommodate a full size dinner plate."
1289,4,0,3,Was Great what they showed is what we got This was to replace a bad microwave in one of our condo's kitchen - it fit perfectly and looks good. Thank You
1290,4,3,4,"Better than I expected If you're looking for a space saver, this is the microwave for you.  If fits so well in the corner of the counter top and I have twice the space I had when my old bulky clunker was still on the counter.  I haven't found a plate yet that doesn't fit in the microwave and only one conatiner was too tall to fit, but even that wasn't critical...just used another container.  The power is suffiecient for warming and cooking most foods.  I do wish it had a few more watts; around 1000 would be perfect.  Over all the compromise in power is well worth the additional space.  Controls are very simple although, I do wish I could increase the time in more than 30 second increments.<br /><br />Service was terrific!  The first unit arrived damaged by the shipper.  Replacement was fast and problem free."
1291,2,1,5,"Just Installed it in a new kitchen Looks great. But you have to press Open and Close buttons to open and close drawer. Very delicate product. It is uncomfortable, unpractical to press these buttons everytime. I am sure they will go bad very soon. I will not suggest anybody to purchase this product"
1293,5,4,4,"Tiny Perfection Fits a cup of coffee, dinner plate and popcorn. What else do you need? Fits perfect in my cabinet out of site!"
1294,5,2,2,"Sharp Microwave Turntable Motor RMOTDA252WRZZ This product fit and worked as expected. For anyone wondering about how to install, there is a pattern of holes drilled in the bottom of the microwave around the turntable motor. To get to the motor, gently cut the metal between the holes to create a little door. Open the door, remove 2 screws then the motor, unplug old motor, plug in new one, drop new motor into hole, put 2 screws back. You're probably supposed to throw the &#34;door&#34; away but I bent mine back in there. Flip microwave over and plug it in, put turntable spindle back on and try it out. I recommend doing this out of sight of your spousal unit, and then take about 30 minutes to goof off. Then return microwave to spousal unit telling them what an arduous task it was but how you figured it out and saved the family $100.00. Should be good for at least a hug or a kiss or WHATEVER..."
1295,5,1,1,Exactly what I needed This microwave works well. I wanted a microwave to heat my rice filled heating pad for my shoulders. It does that and doesn't take up too much space on the counter. I am very pleased.
1296,4,2,2,Really looks great Looks and works great so far... the vent is really nice and powerful too... a bit loud when you set it at the highest but sure does work
1298,1,9,12,Whirlpool Wouldn't work.  Have to return it.  The word 'door' keeps showing up as if there is a problem with the door.<br />There is no problem.
1299,1,7,7,"Didn't work Received it and installed it. The fan went on and the fan blew but it did not heat.  It took me two months to finally get a repair person to come out but he guessed and ordered the wrong part (magnitron). It turned out to be something else, I can't remember what, so they have to order that. I am still waiting.  Fortunately my old microwave (Amana) still works out in the garage or I would be really frustrated. The repair person told me that GE has the most problems even though all the brands use the same components, from Korea.  Must be something about the GE specs together that blows things up.  I'll be staying clear of GE products from now on."
1300,4,6,6,"The best available When our old Sharp &#34;over the range&#34; started to die (14 years of service and the display had become very dim and door starting to crack with quite large chips falling off we decided it had to be replaced). Finding an over range (gas) with convection and a good extractor fan proved difficult and so we decided on this Sharp product. At 71 lbs and with different mounting points from it's predecessor it was a difficult installation task - could not have been done by one person on their own.<br />Once in place however it is the greatest ! It is better designed than the one before with 2 extractor inlets placed to handle the heat from the gas range very well , a large ceramic turntable that is easy to clean PLUS it can be selected to &#34;not rotate&#34; which permits bigger dishes to be used as needed.<br /><br />Best of all it has a &#34;keep warm&#34; feature that allows warming serving plates as well as keeping unserved food ready  for &#34;seconds&#34; without the whole reheat cycle.<br /><br />Great product - would have given 5 stars but for the physical difficulty of installation ( in fairness that would have probably been much the same for any brand)"
1301,1,9,9,Bad Product Microwave does it's job but door started sagging within first 30 days and the unit quit working within a year.
1302,5,1,2,"New microwave We love this new appliance.  Just a few days before Thanksgiving our old one died.  I purchased a new one locally and after installation realized the door hinges are placed where we could not open the door more than a few inches.  Returned that one and went online and found this one at almost $100.00 less than what my local dealer could get it for me.  He agreed that I should order thru Amazon and not only did I receive it in less than a week, it fit, looks great and works perfectly!"
1303,5,1,2,"Perfect size for table top microwave Simple to use, spacious, and compact. :)  Been looking for a microwave like this for a while.  The only drawback is it looks a bit like a old TV on the kitchen counter."
1305,5,5,6,Did the job The microwave in our new house had corrosion and under the turntable. I sanded and cleaned for about an hour then sprayed this paint. I did have a little overspray but it turned out pretty well. There's a spot that looks like I didn't sand and clean well enough but there is plenty of paint left in the can to re-do it. It's good enough for now and the paint is holding up well after a month.
1306,3,0,0,Difficult to Open The push latch for the door is very tricky.  Sometimes it opens the door at once.  Mostly it takes repeated efforts.
1307,3,1,2,"NO CHOICE IN PURCHASING, ADEQUATE PRODUCT This is the only microwave made that fits into my pre-constructed custom cabinet space. My first one lasted 8 years.  When it wouldn't turn off, I ordered a new one.  The first one sent to me would not turn on.  Seems like something was wrong with the key pad. GE's fault,not the distributor or Amazon.  Called Amazon and they credited me immediately and charged /sent me a new one the next day which worked perfectly.  I just returned the first one in the original box with the scanner label they sent."
1309,5,26,31,"Tiny treasure I live in a small house (400 sf) so I don't have much room for anything. This may be too soon for a review (as I just received the microwave y'day) but so far it's just perfect. I love that the controls are on the bottom instead of on the side, as my microwave cubby is only 16.5 inches wide. I like the style and the easy setup, as well. It's perfect for an apartment, dorm room, or office kitchen.<br /><br />One thing to note - on the inside left wall (if you're facing the microwave), there's what looks like a cardboard panel screwed into the wall by the vent. There isn't anything definitive about what to do about this panel, and since it looks like it could possibly be removed, I called Whirlpool customer service to get some clarification. Long story short - don't remove the panel, it's supposed to be there.<br /><br />Other than that momentary confusion, I'm really happy with this product."
1313,5,2,2,"Great Item Item was what was advertised, in condition advertised and delivered on time. That's all you can ask of a supplier. You must prepare the area where you are going to use the paint. Takes a lot of sanding and preparing, but the result of spraying even coats is great."
1314,5,3,3,Very nice design I bought this microwave almost a year ago. Love it. Quality is good enough ( I do not use it too often). I really in love with the design.
1315,5,1,1,"Nice! This is a really nice little microwave!  Just what I was looking for.  No complaints.  It was shipped quickly by the supplier, too.  The controls are simple and elegant, and the surfaces are easy to clean.  I would buy it again."
1316,5,3,3,Fast shipment! So far so good. Replaced a Samsung and the existing bracket worked. Much quieter than the one replaced. My wife loves the<br />melt/soften function.
1319,4,1,9,"Good Microwave I have only had this installed for several days and have not used all functions, but so far it seems like a good machine."
1322,5,0,0,I ordered these motors to power a miniature barber pole project they work great. Motors turn at the correct speed and are powerful enough to power my project of a miniature barber pole and the price was good.
1325,1,8,27,Mr. Johnny Warren This product sucks ass when I received it doesn't work and have tryed and tryed to exchange it but whirlpool does not and will not stand behind there products
1326,5,3,3,"Affordable Quality This is the second Sharp R-1405, Over the Range Microwave I have owned. The first one lasted 8 years and gave me excellent service. So I was thrilled when I found the same model still being produced. I snatched it up and easily installed it because the same install hardware was required and 90% of the mounting hardware was already installed in the wall above the stove. Not only that..The price was about $200 or $300 less than comparable over the range microwaves. An excellent product that gets the job done!!...I highly recommend it!"
1330,5,4,4,"Sharp Microwave Turntable For some strange reason, my microwave turntable plate just cracked in half.  I didn't have a part number so went by brand and size and found the perfect replacement through an Amazon vendor.  The order was shipped quickly and our microwave is usable again.  We are very happy and would recommend the vendor and product."
1332,5,1,1,"Perfect!!! When the turntable on my Sharp microwave stopped turning, I went on line to find a substitute.  Some years ago I had a turntable that worked independently of the microwave.  Simple device.  Works by winding it up, much like an old fashioned alarm clock.<br /><br />After Googling turntable, I came upon this little motor and thought &#34;Why not?&#34;, I can do this.  I know nothing about electronics, so I realized that by taking the microwave apart to make the fix, I might destroy it, but it wasn't working anyway so I decided to gamble and order the part.<br /><br />I very carefully opened up the microwave (after disconnecting it from the power) and located the motor that turned the turntable.  It was simple (fairly intuitive) to remove and replace, and for a very small amount of money, I fixed the microwave.  I've had this microwave for seven plus years and now I expect to get another seven, very possibly more.<br /><br />Overall...  one of my best buys on Amazon."
1333,1,1,5,different photo in ad Haven't returned item because seem to be complicated return policy and not given clear answer on step. The actually ad is different than the actual product.
1335,5,2,3,"Samsung Microwave Very attractive and functional microwave, that was easy to install as a replacement for a GE microwave that no longer worked."
1338,5,15,17,"Big, Well Built Needed a new stainless steel microwave. Works well, nice and big. It is only stainless on the front, black everywhere else. Works well so far..."
1339,5,1,2,"GE Profile Microwave This is an excellent product. It has variable intensity settings and just enough features to be easy to use. Its not only nice looking, but Consumer Reports rates it as one of the best. The stainless steal body makes it easy to clean and it fits any Kitchen decor."
1341,4,13,14,met my expectations Used this microwave as a built-in. I had a specific width opening in some shelving and wanted the most cu ft and features in this width. Only been using it for a couple weeks however it has met my expectations. The body of this unit is black so if you are looking for an all stainless for countertop use this would not be the one.
1343,1,5,6,"This microwave SUCKS!!!!! This microwave SUCKS and so does the seller!!!! I purchased this microwave in April because I was remodeling my kitchen and was upgrading to this better quality stainless steel over the range microwave.  Well how I said I purchased it in April, but didn't install it until the beginning of August.  The delivery was fast, but when I reccieved it, two of the back corners were dented, but I decided to install it anyways because it was in the back anyways and nobody would ever see it.  It is now October and it has gone out on me.  I was about to warm up my dinner when I pressed start and BOOM it went out.  It turned off just like that.  It never turned back on. I am really dissapointed becasue I thought I had purchased a good quality product.  I contacted the seller and he said to call Samsung and they would cover it since its still under warranty.  Well it is under warranty, but the thing is it turns out this is a refurbished unit when the seller says he purchased it new from Lowes.  He's a liar becasue Lowes does NOT sell refurbished units.  So now I'm out a couple hundred $$$ and now I have to purchase a new one.  People please listen to the reviews and don't buy this microwave, whether it's her or some other place.  Save yourselves time, money, and dissapointment.  Also, do NOT buy from this seller he is sooo unproffesional and NOT helpfull. I only give it one star because I have to give it a 1-5 or else I would give it a 0."
1344,5,1,1,"My Favorite Microwave This is the third model of this microwave I have bought.  Since I do a lot of cooking with my microwave, I enjoy all the features this one has:  particularly, the &#34;baked potato&#34; and &#34;sensor reheat&#34; functions.  Not only was I overjoyed to find the exact model, I saved over $70 on my replacement!  I was also pleasantly surprised when it arrived three days after my order!"
1346,2,0,0,"Not like they used to make I purchased this product because our last Spacesaver finally bit the dust after almost 20 years.  Not the same quality product as previously produced. Door sticks , popcorn button doesn't always spin turntable as indicated in manual."
1349,5,15,16,"750 watts and beautiful! This Whirlpool WMC2005YW 0.5 cubic feet countertop microwave oven is the best microwave we have ever had. We sold our house, where we had a built-in micro, and moved into a condo 4 years ago and bought a small Haier. The only thing good about the Haier was,  it was small, so when it blew out we had to go small again. I totally counted on the reviews for this micro and, thank you everybody, you are so right! I got the white one because my counters are white and it is so cute, just nestled into that small space. The best part is that it really works well. We feared making popcorn, which the Haier never, and I mean never, did well. Always burnt no matter what we tried. This Whirlpool made perfect popcorn at 2 1/2 minutes. We snack on it every night and the bag fits in perfectly with room to spare. It will fit a dinner plate easily and heats evenly. There is a 30 second button, start, stop, and a clock that also doubles as a timer. We have never used the auto buttons. I would buy this again in a minute."
1350,5,2,2,fits well in small spaces fits well on countertop in small space. Works very well warming and re-heating. Works better that other microwave that was much bigger.
1351,5,18,20,"Read this!!!!! Then install !!!! Everything is great!!! Just a warning!!!! Double check the template used for the upper cabinet. Actually check it against the unit. In my case I replaced an older Maytag, so I had two existing holes in my cabinet. Then added two more because of the template only to fine that they do not line up!!!!!! I superimposed the template over the unit and sure enough the holes did not line up!!! So I did not make a mistake!!!! The Template was off. No real big deal but now I have six holes.<br /><br />Double check the holes!!! Unit is great!! Previous unit did not vent out of the house. This one I installed a vent to the outside through the back and it has a really powerful motor. This Microwave gives you three options,Vent back,vent from the top or recirculate. I do not reccomend recirculating!!!! If you can vent this unit or any unit always vent!!!! I had some major issues venting this unit because of structural issues, like wires that I had to reroute etc but I knew that when it was over I would be smiling and I am!!!! For the price this unit works as good as any for much more money and the VENT is the Greatest!!!!!"
1352,4,0,0,oven I am very satified with this microwave although I was surprised when I saw two small dents on the door.  This of course does not in anyway hamper the workings. I would recommend this product for its efficiency.
1353,3,14,19,"Worried how long it will hold up. I needed a small microwave for my small kitchen and this one fits the bill. (Why aren't there more small appliances out there? Oh right, we live in the U.S., where bigger is supposedly better).<br /><br />Anyway, this microwave has performed fine so far (powerful enough for reheating leftovers in a timely manner). It doesn't heat very evenly, but in my experience, most microwaves don't. If it's soup, no problem, just stir. If it's a frozen burrito, the ends will be bubbling while the middle is still frozen. Annoying.<br /><br />However, the biggest complaint after having this microwave for just one month is that there is a thin layer of plastic over the control buttons and it is already scratched and peeling off in some places! Makes me concerned about the overall quality of this thing."
1355,5,3,3,"Perfect for a small space! My old microwave (dating back to the mid-90s) finally bit the dust.  I was worried that I wouldn't find another compact microwave to replace it, but this one fits the bill.  It is small, but big enough for the needs of our 3-person household.  I find height to be more limiting that width in microwaves, and this one offers about the same height as a regular one.  It's not as powerful as some of the full-sized microwaves, but an extra minute of waiting is worth it for the small footprint.  It's attractive although the buttons are not terribly intuitive.  The rounded back works well for our needs, as it nestles into the corner even better than our previous unit.  After a few months of use, I'm quite pleased with this purchase."
1357,5,3,4,"Small but Mightly I purchased this to replace a much larger microwave taking a lot of counter space.  Since we only use a microwave to reheat food and pop popcorn, this microwave is perfect.  I held off using it for several weeks because the inside wall of the microwave had a rectangle piece of cardboard screwed into the side with a metal and some plastic screws.  I removed the screws and cardboard but there were no instructions to tell me to remove it.  Once removed, there was a rectangle hole on the inside wall that was next to the turntable plate.  My old microwave didn't have an open space.  My concern was that if I heat soup, it could run over the bowl and spill inside this open space.  It still doesn't make sense to me because the cardboard couldn't have been meant to be left in since it can't be wiped down when cleaning the inside of the microwave.  Oh well, this mini micro works great and heats everything we need to the correct temp using the approximate times I used on my old microwave.  Yes, I'd purchase this again but I'll also be purchasing a rubber mat to place under it because it slides around when opening or closing the door."
1363,5,1,1,"Great Buy Very happy with this purchase. For the money, great product.<br /><br />I was a little concerned, because some had mentioned the clunky door, but I find no problems with it."
1367,5,11,13,"works great, looks cool I have a super small kitchen and this microwave fits perfectly inside. It works great and looks pretty cool.  I was hesitant about it fitting a large dinner plate but it does!!! So, it works for all my needs. Maybe the only downside is that you can basically only set it in 30 second intervals but that is normally the type of microwave cooking I do anyway so it's fine for me."
1368,5,2,2,"Thanks Sharp Thanks Amazon We bought this microwave for our kitchen remodel partly because we also have this same unit in our motorhome.<br />The combination of an outside hood vent, range light, convection oven, and microwave made it a bargain as well.<br />The shipping was perfect. It was packed in 2 boxes, first the manufacture's styro lined box, then that box was bubble wrapped and boxed in a separate larger box.<br />The stainless steel matches our other appliances and looks great!<br />Thanks Sharp, Thanks Amazon"
1372,3,1,2,"average microwave It is a very compact microwave and will fit well in a tight space.  The power is quite low and heat things very slowly, sometimes painfully slow. if you have a small kitchen, this will work OK, but be prepared to put up with slow heating and not so easy to use controls."
1373,5,4,4,"Perfect for NYC apartments Everyone who visits my apartment always comments on how cool my microwave looks.  This powerful machine is perfect for the typical Manhattan kitchen.  If you are looking for a stylish, functional and space saving microwave - then buy this one!"
1374,2,0,0,PEM31SMSS GE Profile randomly shuts off This PEM31SMSS GE Profile Spacemaker unit intermittently powers off while cooking. There seems to be a power supply issue. If you unplug for a few seconds and plug back in (I have to reset the clock) it will work again until it powers off randomly again. Not sure what is up.  I have contacted the Amazon seller and am awaiting instructions for returning and getting a new unit. I have a old (8+ yr old) full size GE Profile Spacemaker 2 that has never had any issue which I will continue to use until I get a replacement unit.
1377,5,3,5,"Great  Little  Microwave I ordered this microwave to replace an over the over microwave we had that stopped working. We wanted something small since we realized we don't use on much anymore except for frozen vegetables and reheating coffee. We needed a small microwave that would fit in a small area. This was the only corner model microwave I could find anywhere online. It is very cute and looks like an old-school television set. The controls are very simple, there is no number pad, you use the + and - minus signs to adjust cook time. This microwave also has a built in timer  which was also very nice. At only 750 watts, it seems to cook at the same rate as out old 1100 watt microwave.<br />Although the price was  higher that a comprable-sized microwave, the size and shape make it worth the extra money."
1380,1,1,2,poor quality and service This was a reeplacement purchase.  Our previous unit had no issues and was locally purchased.  The door was accidentally damaged and could not be easily repaired.  Needed exact replacement for previously purchased trim kit although product reviews concerning.  Within 2 weeks the electronic key board routinely malfunctioned.  Often requires multiple attempts to start.  contacted seller who defered back to GE.  Not the kind of service I expected nor previously experienced with an amazon vendor.  My recommendation is to avoid both (vendor and product)if possible.
1381,5,2,2,"Just right! I love this little microwave oven.  I just reheat food and cook some frozen dinners, so I wanted something that wasn't a counter space hog, was easy to open and easy to clean, and didn't have a lot of fancy options that I never use.  Previous reviewers have noted that the beep is loud when adding time, and that the seconds have to be added in 5 second increments (so there's a lot of pushing the + button), so I guess there's still room for improvement, but it does exactly what I want it to.  What I particularly like is the solid face without buttons sticking out of it.  Very easy to wipe clean, no worries about liquid getting into the circuitry."
1382,5,9,9,"smallspace I love this microwave.  It is the perfect size for a small space, it looks nice, and it cooks well for a 750 watt.  The first one I received would not latch and Whirlpool took care of sending me a new one and picking up the old one, even though I did not purchase it directly from them."
1388,5,4,6,"no brand name on front There is no brand name of the front of this appliance, which is nice because you can then pair it with your other appliances that may be a different brand. Which in my case was Whirlpool...just a note: Whirpool and Amana are one in the same.<br />I had it installed by a professional. I do not know if it was difficult to install. This is not a direct wire appliance, you will need an outlet in the cupboard above in order to plug it in.<br />So far no complaints. I have not had much time to use it...1 week since installation."
1389,5,2,2,Sharp Convection Microwave My wife wanted this item after conducting a great deal of internet research on it. I had been used to using a 10 year old microwave and did not think I would be that impressed with this new model. I was wrong. This is one of the best appliances that I've ever purchased.
1391,5,6,8,"RG Absolutely love it! Takes up very little counter space - large inside, great height, would highly recommend. Purchesed for a cleaner counter look and that is exactly what i have. Many compliments from guests; everyone wants to know where they can order one."
1398,4,8,8,"Size Matters This arrived incredibly fast and features were as advertised.  However, do be aware that the height is listed as 15 and 1/2 and this was a primary consideration as I was replacing a microwave in a tight space.  Sure enough, the front is 15 and 1/2; however, the unit slopes to 16 and 1/2 at the back."
1402,5,20,20,"great affordable microwave I don't find this microwave any noisier than others I've owned. I also find it very easy to use even without reading the instructions. So far it heats food evenly and is pretty powerful. Great basic, affordable microwave."
1403,5,2,2,"Fantastic replacement - works Replaced an existing OTR microwave that had a burnt out magnetron. It's been several months since install, and I am still very happy.<br /><br />1) Carousel works.<br />2) Has a convenient 30 second or single button push for 1-9 minute intervals Can warm up small dishes or teas with the 30 second quickstart.<br />3) Nukes food up really quickly.<br />4) Very easy to install. Even with a old house, I used the printed template to drill guideholes and place in the retention frame. Took me two hours, and I was able to pop it in place all by myself.<br />5) Vent does a good job at sucking.<br /><br />Got it in fast, and in great condition. If you need a cheap replacement, this is it."
1404,5,0,0,microwave This is a great small microwave. It fits in a small area. Replaces an existing. This works much better. Do recommend
1405,5,9,11,"Absolutely Love It! Two days in and I couldn't be happier with this purchase. Small foot print, excellent build quality and yet holds a full size plate. It's also the quietest microwave I have ever owned. You can barely hear it. The LCD is super bright and the controls are so easy to use. I love how the entire front sure is flat - makes for really easy clean up. I would so buy this again and again."
1409,2,8,10,"Defect...... Apparently From The  Manufacture GE Purchased this product from Warehouse Deals (Fulfilled by Amazon) which was advertised as USED but in GOOD condition, microwave oven arrived April 28, 2012. The product did not work and the door was damaged. Contacted GE Tech support who dispatched a repair tech to my home on May 1, 2012, who indicated the door was bent and the microwave had internal damage. He also stated he would ship the parts to my home and when they arrived to call GE for him to return. On May 5, 2012 the parts arrived, notified GE immediately and a tech representative  would be responding Monday May 7, 2012. I don't know if this product  had damage before it was shipped by Warehouse Deals or it was destroyed in transit by UPS. I will keep this situation updated as time progresses then either keep the rating or change it? Just a note...reading all the bad reviews on this particular GE Profile Spacemaker microwave oven (PEM31SMSS) I'm contemplating  having additional problems with this particular GE microwave. I really had no choice, this unit replaced my old GE Profile Spacemaker microwave (JEM31SF01) that was built into a custom kitchen cabinet; as I required the exact dimensions/screw lineup for the interior metal holding frame and the stainless steel trim covers.<br /><br />Update 5/9/12: The GE technical representative responded to my residence Monday 5/7/2012 who subsequently replaced the front door and some internal electronic parts. The new door still did not align properly with the frame. The rep contacted GE and informed them of the continuous failure of the door not to align correctly. A decision was made to replace the entire unit with a new replacement. I will keep this situation updated if and when the new microwave arrives from GE.<br /><br />Update: 5/17/12: A brand new microwave was delivered to my home and installed by a installation/repair company sub-contracted by GE. One of the installers from this third party company advised me this specific GE Profile Spacemaker microwave oven (PEM31SMSS) is their #1 problematic GE microwave; for the reason that the inside paint peels-off within 3 to 6 months of use. The gentleman also indicated they exchange these microwave's more than any other GE microwave. With all this latest documentation and all the negative reviews on this particular model (PEM31SMSS) what's the probability of my new microwave lasting the test of time???..... Mediocre To Put It Mildly. As I previously indicated, I had no recourse, since I needed a replacement to fit into a custom cabinet, with the correct dimensions/screw lineup for the interior metal holding frame and the stainless steel trim covers; these two items cost more than the entire microwave alone. In conclusion, I would recommend everyone to purchase a different model GE or a different brand all together.oven (PEM31SMSS) is their #1 problematic GE microwave; for the reason that the inside paint peels-off within 3 to 6 months of use. The gentleman also indicated they exchange these microwave's more than any other GE microwave. With all this latest documentation and all the negative reviews on this particular model (PEM31SMSS) what's the probability of my new microwave lasting the test of time???..... Mediocre To Put It Mildly. As I previously indicated, I had no recourse, since I needed a replacement to fit into a custom cabinet, with the correct dimensions/screw lineup for the interior metal holding frame and the stainless steel trim covers; these two items cost more than the entire microwave alone. In conclusion, I would recommend everyone to purchase a different model GE or a different brand all together."
1410,4,26,30,"Nice, compact, easy to use Whirlpool's description of this microwave is spot on.<br /><br />The only thing that would be nice would be a numeric keypad, but there really isn't space given the compact design.<br /><br />We have oversized dinner plates, and they fit in here with very little to spare, which means this microwave is perfect for us."
1412,5,6,6,"Working fine after 4 months We bought this mainly because it had to be the same size as our old one, to fit into a space in our cabinets, and this was the closest. A bonus was the turntable, which my husband really likes.  It is larger inside than the old one, and more powerful, in the same space!  We have used it 4 months now with no issues at all.  The door does close and open rather hard, so we ease it closed, otherwise we love it! The controls are very easy to use.  We had a bit of trouble installing it, we could not get the bottom slots in the microwave  to slip onto the bracket, so we just bent the bottom of the bracket so the microwave sits on on it, and it is screwed to the cabinet from the top.  A good choice if it becomes available again."
1415,5,7,8,Love it! Perfect replacement for my old one.  It is deeper than my old one but not to an extreme.  I can nuke larger items now.
1416,4,7,10,"Fits a need. Bought to fit in an 18 kitchen base cabinet, hidden behind a door. 1000 watts would be better, but this is the only choice for my requirements. I like the simple controls, as I use it only to rewarm leftovers and melt butter and chocolate."
1421,4,2,5,"Cool Cooler! I bought this fridge for my college son who lives on his computer. The only setback is that he says it doesn't accomodate larger cans of drinks. Other than that, he says it is the coolest invention!"
1422,4,3,3,"Works Great! I received the item before the expected date-package and it's contents were intact, no issues at all with delivery.<br /><br />I used it the day I received it; after reading the many helpful hints in these online reviews, it was very simple and easy to use. It works great for me, for small loads in my apartment-I live alone and don't have large amounts of laundry to wash.<br /><br />The tube they supply to fill up the tub didn't fit onto my faucet, but I have a plastic pitcher I used to fill it (three pitchers full, easy peasy). When in use, it sits right on my kitchen counter and the drain tube empties the water directly into my sink. The Panda is fairly quiet, if I have music or the tv on, I can't hear it at all.<br /><br />It's really been a huge help to me, and I use it often. I am planning on getting a mini-electric dryer as well, then I will only have to visit the laundrymat once a month, if that. I highly recommend the Panda-it's just so darn cute, and works like a charm with small loads."
1423,3,1,1,Fine It is the right price but it is not the same size as it says.  We had the exact same one just a little older and this one was slightly smaller.  1/4 on all sides.
1433,5,10,11,"My Sharp R-520KS2-Cubic-Foot 1200-Watt Microwave This is the first 1,200 watt microwave I've ever owned. It took just a while to figure out I didn't need things to heat as long, but once I figured it out, it is the best microwave I've ever owned. The only drawback I have is I wish the completed beeper was louder. Other than that, I am thoroughly satisfied with this microwave."
1437,4,9,11,"A bit noisy Everything so far seems to be working great.  We've only owned it for a few weeks but other than it being just a bit noisier than the old one we replaced, we are very happy with it.  Also the power is the same as the one we replaced it for but it seems to take about 15-20% longer cooking time than the old one.  The size of the microwave is larger than the old one, so maybe that is the reason it takes longer to cook.  Other than that I would still buy the same microwave over again if I had to do it all over again.  Great deal for the money."
